Filename,Shape
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P007@T2map.h5,[  3   3  10 384  86]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@cine_sax.h5,[ 12   9  10 450 242]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@lge_lax_4ch.h5,[  2   1  10 508 175]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@T2map.h5,[  3   1  10 384 106]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@T2w.h5,[ 10  10 512 228]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@cine_sax.h5,[ 12   3  10 446 198]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P051@perfusion.h5,[ 50   4  10 384 131]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@T1map.h5,[  8   6  10 512 124]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@cine_sax.h5,[ 12  10  10 446 328]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@T1rho.h5,[ 16   3  10 382 137]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P015@cine_lax_3ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P004@cine_sax.h5,[ 12   2  10 448 278]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P009@cine_lax_2ch.h5,[ 12   1  10 384 144]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@T2w.h5,[ 11  10 512 248]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P014@lge_sax.h5,[  2   9  10 512 199]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@T1mappost.h5,[  9   3  10 382 149]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@lge_lax_2ch.h5,[  2   1  10 386 170]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P027@T1map.h5,[  8   3  10 518 161]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P029@cine_lax.h5,[ 12   3  10 416 166]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P005@lge_sax.h5,[  2   9  10 514 192]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P037@T2map.h5,[  3   1  10 382  92]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@lge_sax.h5,[  2  10  10 382 170]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@cine_lvot.h5,[ 12   1  10 444 166]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P020@T1map.h5,[  8   8  10 512 131]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P019@T2w.h5,[ 11  10 516 201]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@T2w.h5,[ 10  10 514 185]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P019@lge_sax.h5,[  2  10  10 386 170]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@T2map.h5,[  3   3  10 386 165]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P005@lge_sax.h5,[  2  11  10 516 199]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P004@T1map.h5,[  8   3  10 512 124]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@T1map.h5,[  8   3  10 382 149]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P004@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@cine_lax_4ch.h5,[ 12   1  10 444 212]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@perfusion.h5,[ 50   4  10 224 113]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P002@lge_lax.h5,[  2   3  10 512 158]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@cine_lax_3ch.h5,[ 12   1  10 446 198]
T1rho@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@T1rho.h5,[  4   5  10 380 157]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@lge_sax.h5,[  2  10  10 510 183]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P019@blackblood.h5,[  6  10 512 114]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P002@cine_lax_3ch.h5,[ 12   1  10 446 189]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@cine_lax_2ch.h5,[ 12   1  10 454 198]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P055@T1rho.h5,[  4   3  10 380 137]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P007@T2map.h5,[  3   3  10 386  76]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@cine_sax.h5,[ 12   9  10 454 212]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P017@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@cine_sax.h5,[ 12  13  10 446 198]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@T2w.h5,[ 11  10 512 248]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P024@T2w.h5,[ 11  10 512 248]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P019@T2map.h5,[  3   3  10 382 157]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@lge_lax_2ch.h5,[  2   1  10 384 170]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P011@T2map.h5,[  3   1  10 382  88]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P019@cine_lax_4ch.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center002@UIH_30T_umr880@P003@T2map.h5,[  3   3  10 386 157]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@T2smap.h5,[  8   3  10 418 141]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P020@lge_lax.h5,[  2   3  10 510 146]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P013@lge_lax.h5,[  2   2  10 518 147]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@perfusion.h5,[ 50   4  10 224  87]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P011@cine_lax.h5,[ 12   3  10 412 130]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P006@perfusion.h5,[ 50   4  10 384 131]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P013@cine_sax.h5,[ 12  13  10 418 162]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P011@lge_sax.h5,[  2   8  10 514 156]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P003@cine_sax.h5,[ 12   1  10 384 144]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P001@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P019@cine_lax.h5,[ 12   3  10 416 166]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P003@lge_lax_4ch.h5,[  2   1  10 506 175]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P033@perfusion.h5,[ 50   4  10 384 131]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@lge_lax_2ch.h5,[  2   1  10 514 175]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@cine_ot.h5,[ 12   1  10 386 171]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P011@cine_sax.h5,[ 12   1  10 448 180]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P025@T1map.h5,[  8   7  10 510 114]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P037@T1map.h5,[  8   3  10 512 161]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@cine_lax_2ch.h5,[ 12   1  10 380 205]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@lge_lax_2ch.h5,[  2   1  10 516 175]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P017@cine_lax.h5,[ 12   3  10 414 166]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@lge_sax.h5,[  2   9  10 510 200]
Mapping@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P005@T1map.h5,[  9   3  10 512 124]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@T1mappost.h5,[  9   3  10 384 149]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@cine_lax_3ch.h5,[ 12   1  10 450 198]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P028@T2map.h5,[  3   3  10 372 157]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P015@T1map.h5,[  9   3  10 512  96]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@cine_lax_2ch.h5,[ 12   1  10 388 205]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P002@T1map.h5,[  8   3  10 506 161]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P011@lge_lax_2ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P005@cine_lax_4ch.h5,[ 12   1  10 442 198]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@T1w.h5,[ 10  10 512 246]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P035@T2map.h5,[  3   1  10 384  77]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P018@T1map.h5,[  8   3  10 512 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P014@cine_lax_4ch.h5,[ 12   1  10 448 198]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@perfusion.h5,[ 50   4  10 384 131]
Perfusion@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@perfusion.h5,[ 50   4  10 380 131]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@T2map.h5,[  3   3  10 382 157]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P015@lge_lax_4ch.h5,[  2   1  10 378 170]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P011@cine_lax_2ch.h5,[ 12   1  10 448 198]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@lge_lax_2ch.h5,[  2   1  10 510 175]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P009@cine_sax.h5,[ 12   1  10 448 176]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P007@cine_lax_3ch.h5,[ 12   1  10 444 212]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@cine_lax_4ch.h5,[ 12   1  10 444 198]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@perfusion.h5,[ 50   4  10 224  87]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@lge_lax_4ch.h5,[  2   1  10 384 170]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Prisma@P010@cine_lax_3ch.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P019@T1map.h5,[  8   6  10 510 103]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P056@T1mappost.h5,[  9   3  10 504 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@cine_lax_3ch.h5,[ 12   1  10 446 198]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P054@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P028@cine_lax.h5,[ 12   3  10 414 166]
LGE@TrainingSet@FullSample@Center006@UIH_30T_umr790@P001@lge_lax_4ch.h5,[  2   1  10 506 175]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@cine_lax_4ch.h5,[ 12   1  10 386 171]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P017@T1map.h5,[  8   3  10 510 161]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@T2w.h5,[ 11  10 512 228]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P060@T2w.h5,[ 13  10 512 248]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P008@T1rho.h5,[  4   3  10 380 137]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P019@T2map.h5,[  3   1  10 382  70]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P051@cine_lax_3ch.h5,[ 12   1  10 448 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P020@lge_lax_2ch.h5,[  2   1  10 508 175]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P004@T2map.h5,[  3   3  10 390 157]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P033@cine_sax.h5,[ 12   9  10 446 198]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@T1map.h5,[  8   3  10 512 124]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P014@cine_sax.h5,[ 12   3  10 446 198]
T1rho@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@T1rho.h5,[  4   3  10 382 137]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P004@lge_sax.h5,[  2  10  10 510 200]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P006@lge_lax_2ch.h5,[  2   1  10 508 175]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P008@lge_sax.h5,[  2   9  10 514 175]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@T2map.h5,[  3   3  10 384 149]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P001@lge_lax_2ch.h5,[  2   1  10 382 170]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P027@lge_sax.h5,[  2   7  10 512 199]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P026@cine_lax.h5,[ 12   3  10 414 166]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P009@lge_lax_4ch.h5,[  2   1  10 516 175]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P011@T2map.h5,[  3   3  10 386  91]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P015@cine_lax_2ch.h5,[ 12   1  10 438 198]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P002@T1map.h5,[  9   7  10 512 149]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P002@cine_lax_2ch.h5,[ 12   1  10 452 198]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P012@cine_sax.h5,[ 12  10  10 436 278]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P026@lge_lax_2ch.h5,[  2   1  10 384 170]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P019@lge_sax.h5,[  2   9  10 514 200]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P011@cine_lax_2ch.h5,[ 12   1  10 452 189]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@cine_lax_3ch.h5,[ 12   1  10 446 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P057@cine_lax_4ch.h5,[ 12   1  10 448 198]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Sola@P027@cine_lax_4ch.h5,[ 12   1  10 448 176]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@cine_ot.h5,[ 12   1  10 382 171]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P002@cine_sax.h5,[ 12   2  10 444 198]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P006@lge_lax_4ch.h5,[  2   1  10 518 175]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P042@lge_lax_4ch.h5,[  2   1  10 506 175]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P058@lge_lax_2ch.h5,[  2   1  10 514 175]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@cine_lax_4ch.h5,[ 12   1  10 386 171]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P001@cine_lax_4ch.h5,[ 12   1  10 448 212]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P026@cine_sax.h5,[ 12  11  10 446 198]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P015@flow2d.h5,[  2  35  10 384 119]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P025@cine_sax.h5,[ 12  14  10 416 160]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@cine_lax.h5,[ 12   3  10 448 166]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@T1mappost.h5,[  9   3  10 512 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P010@cine_sax.h5,[ 12  11  10 444 198]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P008@cine_sax.h5,[ 12  10  10 450 202]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Avanto@P002@cine_lax_4ch.h5,[ 12   1  10 416 180]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@T2smap.h5,[  8   3  10 424 141]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P017@lge_lax_2ch.h5,[  2   1  10 382 170]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@lge_lax_2ch.h5,[  2   1  10 514 175]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P014@cine_lax_3ch.h5,[ 12   1  10 440 198]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P009@lge_lax.h5,[  2   3  10 512 151]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P017@T1map.h5,[  8   6  10 512 149]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P018@perfusion.h5,[ 50   4  10 224  87]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P005@T1map.h5,[  8   3  10 382 149]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@lge_sax.h5,[  2  10  10 382 170]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@lge_lax_4ch.h5,[  2   1  10 390 170]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P024@T1mappost.h5,[  9   3  10 380 149]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P016@T1mappost.h5,[  9   3  10 384 149]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@cine_ot.h5,[ 12   1  10 386 171]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P035@cine_lax_4ch.h5,[ 12   1  10 452 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P034@cine_sax.h5,[ 12  11  10 450 198]
LGE@TrainingSet@FullSample@Center005@UIH_15T_umr670@P013@lge_lax_2ch.h5,[  2   1  10 384 170]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P014@lge_sax.h5,[  2   9  10 380 108]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P020@cine_lax_4ch.h5,[ 12   1  10 386 171]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P031@T2w.h5,[ 11  10 516 201]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P005@T2w.h5,[ 11  10 516 201]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@lge_lax_3ch.h5,[  2   1  10 506 175]
Flow2d@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P006@flow2d.h5,[  2  25  10 386 119]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P014@cine_sax.h5,[ 12  14  10 420 162]
T1w@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P003@T1w.h5,[ 14  10 512 207]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P021@T2map.h5,[  3   1  10 384  91]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P001@T1map.h5,[  8   3  10 512 124]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P002@cine_sax.h5,[ 12  11  10 444 162]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P030@cine_lax.h5,[ 12   3  10 414 166]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@T2map.h5,[  3   3  10 382 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P046@T1map.h5,[  8   3  10 512 161]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P003@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P018@cine_lax_3ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P040@cine_sax.h5,[ 12  11  10 440 198]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P021@cine_lax_4ch.h5,[ 12   1  10 384 171]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P009@lge_lax_4ch.h5,[  2   1  10 506 175]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P011@T1map.h5,[  8   3  10 512 124]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P031@cine_sax.h5,[ 12  12  10 414 120]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@perfusion.h5,[ 50   4  10 222  87]
Mapping@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@T2map.h5,[  3   3  10 382 177]
Mapping@TrainingSet@FullSample@Center006@UIH_30T_umr790@P011@T2map.h5,[  3   3  10 386 149]
Mapping@TrainingSet@FullSample@Center001@UIH_30T_umr780@P044@T1map.h5,[  8   1  10 508 161]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P032@cine_lax_4ch.h5,[ 12   1  10 446 198]
Cine@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@cine_sax.h5,[ 12  11  10 452 212]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P032@T2map.h5,[  3   1  10 386  64]
T2w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P003@T2w.h5,[ 10  10 512 228]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@cine_ot.h5,[ 12   1  10 444 298]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P031@lge_sax.h5,[  2  10  10 510 150]
LGE@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P009@lge_sax.h5,[  2  11  10 512 132]
Mapping@TrainingSet@FullSample@Center006@UIH_30T_umr790@P006@T2map.h5,[  3   3  10 380 149]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P012@T1map.h5,[  8   7  10 512  79]
Mapping@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P030@T2map.h5,[  3   6  10 384 106]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P024@cine_lax_3ch.h5,[ 12   1  10 448 198]
T1rho@TrainingSet@FullSample@Center002@UIH_30T_umr880@P010@T1rho.h5,[  4   3  10 390 157]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P002@perfusion.h5,[ 50   4  10 224  87]
Cine@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P014@cine_lvot.h5,[ 12   1  10 444 166]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P014@cine_lax_2ch.h5,[ 12   1  10 382 205]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P001@cine_lax_4ch.h5,[ 12   2  10 444 189]
T2w@TrainingSet@FullSample@Center001@UIH_30T_umr780@P056@T2w.h5,[ 11  10 512 248]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P013@cine_lax_2ch.h5,[ 12   1  10 448 198]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P007@lge_lax_2ch.h5,[  2   1  10 516 175]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P008@lge_lax_2ch.h5,[  2   1  10 512 175]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@cine_lax_2ch.h5,[ 12   1  10 386 205]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@cine_lax_4ch.h5,[ 12   1  10 442 198]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P043@lge_lax_4ch.h5,[  2   1  10 508 175]
LGE@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@lge_lax_4ch.h5,[  2   1  10 512 175]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P004@T1map.h5,[  8   3  10 384 149]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P006@cine_lax_2ch.h5,[ 12   1  10 450 224]
Cine@TrainingSet@FullSample@Center007@Siemens_15T_Avanto@P003@cine_sax.h5,[ 12   1  10 384 144]
Mapping@TrainingSet@FullSample@Center005@UIH_15T_umr670@P023@T1map.h5,[  8   3  10 384 149]
BlackBlood@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P032@blackblood.h5,[  8  10 512 110]
LGE@TrainingSet@FullSample@Center002@Siemens_30T_CIMA.X@P008@lge_sax.h5,[  2   7  10 510 187]
T1w@TrainingSet@FullSample@Center005@UIH_15T_umr670@P027@T1w.h5,[ 11  10 514 199]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P009@lge_lax_4ch.h5,[  2   1  10 512 175]
LGE@TrainingSet@FullSample@Center003@UIH_30T_umr880@P006@lge_lax_4ch.h5,[  2   1  10 514 175]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P013@T1map.h5,[  8   3  10 514 149]
Cine@TrainingSet@FullSample@Center005@UIH_15T_umr670@P010@cine_lax_4ch.h5,[ 12   1  10 386 171]
Cine@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P006@cine_sax.h5,[ 12  13  10 420 162]
LGE@TrainingSet@FullSample@Center002@UIH_30T_umr880@P002@lge_sax.h5,[  2   7  10 512 175]
Cine@TrainingSet@FullSample@Center003@UIH_30T_umr880@P023@cine_lax_3ch.h5,[ 12   1  10 450 198]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P036@cine_sax.h5,[ 12  11  10 446 198]
Perfusion@TrainingSet@FullSample@Center005@UIH_15T_umr670@P007@perfusion.h5,[ 50   4  10 224  87]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P029@cine_lax_3ch.h5,[ 12   1  10 452 198]
Mapping@TrainingSet@FullSample@Center006@UIH_30T_umr790@P010@T2map.h5,[  3   3  10 388 149]
Mapping@TrainingSet@FullSample@Center005@Siemens_30T_Vida@P002@T2map.h5,[  3   3  10 380  98]
Cine@TrainingSet@FullSample@Center006@UIH_30T_umr790@P006@cine_lax_r2ch.h5,[ 12   1  10 452 224]
Cine@TrainingSet@FullSample@Center001@UIH_30T_umr780@P021@cine_sax.h5,[ 12  11  10 448 198]
LGE@TrainingSet@FullSample@Center006@Siemens_30T_Prisma@P020@lge_sax.h5,[  2  10  10 504 200]
Cine@TrainingSet@FullSample@Center007@Siemens_30T_Vida@P003@cine_lax_4ch.h5,[ 12   1  10 384 132]
